channel_id,name,customurl,published_date,thumbnail_url,description,country,keywords,topic,created_at,active
UCFycVZXj9fRWB_OZfFKe2PA,欸你這週要幹嘛,@happyariel,2016-10-19 09:14:11,https://yt3.ggpht.com/ytc/AIf8zZSGnS3K52deF4AY_T8hns32eEalWHHwLVYNWuwZ2Q=s800-c-k-c0x00ffffff-no-rj,"我是Ariel。
每到禮拜五就會收到(或者問人)
：「欸你這週要幹嘛」
得了一種假日不出門就會躁鬱致死的病！
(求在家日落到天黑的心理陰影面積)
反正哪裡有好玩的就哪裡去阿！

合作洽談信箱：arielsvlog816@gmail.com
",TW,,"Food, Lifestyle_(sociology), Tourism",2024-02-05 13:14:44.63806+00,f
UCGpNjY0Xq2GJLXh4OOX1LOA,滴妹,@crowndu,2016-03-10 10:25:45,https://yt3.ggpht.com/ytc/AIf8zZSwWzJm-yna7V3oOXUiZbDFRbVI5_OtXIwvKFWgKQ=s800-c-k-c0x00ffffff-no-rj,哈樓我是滴妹！歡迎來到我的頻道～,TW,滴妹 珍奶 樹懶 開箱,"Lifestyle_(sociology), Food",2024-02-04 12:30:20+00,f
UCIF_gt4BfsWyM_2GOcKXyEQ,啾啾鞋,@chuchushoetw,2013-08-01 00:55:14,https://yt3.ggpht.com/zo9lw7zzI95m-tlSbVsDwnEoWqVySkb6T3wLWefuSHAclBCG2bQFVT2vSoTkPtme6IPdMKMplw=s800-c-k-c0x00ffffff-no-rj,"哈囉，我是啾啾鞋～

商業合作＆活動接洽請洽 PressPlay 
郵箱：chuchushoe@pressplay.cc",TW,啾啾鞋,Lifestyle_(sociology),2024-02-04 12:30:20+00,f
UCbIJeyl_va8MG2xx0q4Uobg,HOOK,@helloiamhook,2017-12-02 13:46:22,https://yt3.ggpht.com/vIAuATDhSuCt-nKBVoKqfOssNkn4CQbuWyBwhnabtmzU5cG2R6yRfYjmFFb6bjkd942PCYmtSOQ=s800-c-k-c0x00ffffff-no-rj,"「HOOK」是一種音樂術語，代表你歌寫得很好，一聽就中；
而我取名叫「HOOK」，則是希望我的影片能讓你一看就中。

實驗型 ｜歷史型｜媽媽比我好笑型 YouTuber

合作邀約請洽：互可工作室
Email：info@hookuniverse.com.tw",TW,實驗,"Food, Lifestyle_(sociology)",2024-02-04 12:30:20+00,f
UCpu3bemTQwAU8PqM4kJdoEQ,中天新聞,@ctinews,2015-02-24 07:23:39,https://yt3.ggpht.com/cweYaB26lLbseNGYuAgmmTGm6mLdSWqzm88JfB1N3ISBThVUESAs4f7DeTJ7ctfshXDfR4PJ0Q=s800-c-k-c0x00ffffff-no-rj,"🔹中天新聞🔹
💖快點購輸入天編推薦代碼cti888立即享折扣💖

📢📢📢支持老Z，請加入老Z調查線會員 
📢支持監督的力量，請加入中天電視會員
📢支持琴教官，請加入頭條開講會員
📢支持優質國際新聞，請加入全球大視野會員

💵直接贊助中天👉彰化銀行台北分行:009-5012帳號:50128688988600戶名:中天電視股份有限公司 
🏧ATM：CHANG HWA COMMERCIAL BANK TAIPEI BRANCH(CCBCTWTP501) 
🏦A/C NO:50128688988600 A/C NAME:CTI TELEVISION INCORPORATION

⚠️未經著作權人事先書面同意，勿將內容用於商業性質之分享、連結。 
⚠️如有任何營業使用，必須事先取得書面同意。
",TW,中天新聞 中天新聞直播 台灣新聞 即時新聞 新聞直播 熱搜發燒榜 中天 CTI cti 中天52 旺旺 旺中 辣晚報 盧秀芳,,2024-02-04 12:30:20+00,f
UCHm9SiOLG8UoBT8STWY5mVA,Jay Lee Painting,@jayleepainting,2013-05-05 13:39:14,https://yt3.ggpht.com/8cO2wFxbsBQTvQ-TQayPLhn1W-U9Jl6quG5omuzKIQUPLhOU8upI-W4eJf63m5YDtm-uOeIU=s800-c-k-c0x00ffffff-no-rj,"Jay Lee is a painting youtuber. He paints a beautiful world on canvas, and share painting videos for people all over the world. Display Jay's painting in your space, and make the world beautiful.

❖ Jay Lee Store : 
https://teespring.com/stores/jayartpainting
❖ Jay Lee Amazon : 
https://www.amazon.com/dp/B0C5RC5SNT/?th=1
",TW,How to Paint Drawing Painting Techniques Beginner Watercolor Acrylic Art Hacks,"Lifestyle_(sociology), Hobby",2024-02-04 12:30:20+00,f
UCiWXd0nmBjlKROwzMyPV-Nw,志祺七七 X 圖文不符,@shasha77,2018-05-28 18:04:47,https://yt3.ggpht.com/ytc/AIf8zZQjtqDtcIaCaON9WC0urGYC-BQQjgT4ErRZkcW5SA=s800-c-k-c0x00ffffff-no-rj,"Hiho 大家好，我是志祺。

你現在收看的是志祺七七，
365 天不斷更的時事議題評論型頻道！
在這裡，你會看到⋯⋯

💡
// 即時議題・堅持每日發片的時事分析 //

遇到各種議題的時候，社會上總是充滿對立。
常常不同立場之間，只剩下謾罵，無法互相溝通、討論。

志祺七七，剖析不同立場觀點，
能讓關心社會上重要議題、擔心立場極化的你，
了解不同立場的不同想法。

💡
// 多元議題・不同立場都說讚 👍 //

人權、同婚、兩岸關係、中美貿易戰、能源議題、政治評論...
志祺七七不畏懼各種敏感議題，全盤呈現多樣化主題與觀點。

同時，也獲得不同政治立場的一致好評！
成為台灣唯一訪問過蔡英文、郭台銘、韓國瑜、朱立倫等一線政治人物的新世代時事評論員 ✨

　　＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
🌍　 探索世界・現在就開啟右上角鈴鐺訂閱志祺七七吧　🍠
　　￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣

🤝 如果你想與志祺七七合作，歡迎寫信到：hi77@simpleinfo.cc 與我們聯繫

【 關於團隊 】

YouTube  ｜志祺七七｜
是由台灣最強資訊設計團隊「圖文不符」所開發策劃，融鑄多年議題設計經驗，由團隊共同創辦人張志祺作為節目主持人，以時下最熱門的 YouTube 影音頻道形式做呈現。

FaceBook｜圖文不符｜
推出台灣第一個製作時事議題懶人包的團隊，被譽為懶人包始祖，在 FB 上創造總瀏覽量超過三千萬人次。
現正活躍於台灣在地文化採集與設計轉譯，期望將更多關於台灣、關於生活、關於土地的知識帶給社會大眾，期望透過設計帶來更好的內容環境。
定期籌備大型議題策劃，喜歡精緻細膩的設計作品，閱讀台灣之美的你不可錯過。
圖文不符 FB 專頁：www.facebook.com/simpleinfo

Our Brand｜簡訊設計｜
是我們成立的商業設計品牌，橫跨議題—設計—行銷，服務涵蓋社群內容經營、網站設計、動畫設計與整合行銷專案。曾獲 2 座德國紅點 Best of the Best 大獎。
合作洽談請至：hi@simpleinfo.cc

-

贊助志祺七七，讓我們可以走得更久更遠：https://bit.ly/support-shasha77
如有遇到金流問題，麻煩請聯繫：service@simpleinfo.cc",TW,時事 知識,"Entertainment, Lifestyle_(sociology), Health",2024-02-04 12:30:20+00,f
UC5nwNW4KdC0SzrhF9BXEYOQ,TVBS NEWS,@tvbsnews01,2006-04-11 10:18:54,https://yt3.ggpht.com/jWe-dwGiiNd26ijxazm7ZTmbbObYF0e-HJntH2d_YtMM4M-vLKfoSb9Wj1NA6NOUk6KfsG2IsA=s800-c-k-c0x00ffffff-no-rj,台灣本土第一個衛星電視頻道正式發聲，「立足台灣，放眼世界」我們一直與台灣的民眾在一起！,TW,"TVBS TVBS新聞 LIVE 新聞直播 直播 NEWS 24H直播 24小時直播 55台 56台 ""NEWS LIVE"" 最新 ""Taiwan News"" Taiwan 即時新聞 十點不一樣 詹怡宜 夏嘉璐 莊開文 方念華 謝明昌 少康 趙少康 陳文茜 FOCUS 財經 中美台 俄烏開戰 地震 疫情 金臨天下 投票 開票 選舉 蔣萬安 黃珊珊 柯文哲 蔡英文 朱立倫 謝龍介 黃偉哲 陳其邁 蘇貞昌 白紙革命 世足 世界盃 賴清德 陳建仁 胡歌 美股 美中關係 2024大選 郭台銘 藍白合 吳欣盈 蕭美琴 柯盈 賴蕭 侯趙 ""Taiwan news""",,2024-02-04 12:30:20+00,f
UCPRWWKG0VkBA0Pqa4Jr5j0Q,Joeman,@joeman,2010-10-11 10:02:53,https://yt3.ggpht.com/m2gca682zTKK_2FTXWHLY-6p5---eyB6AAfhlbAihRhWyMlstk-v74m6JTbkp2b9qvC74Rmumg=s800-c-k-c0x00ffffff-no-rj,"工作洽詢請找我的經紀人Yuni:
yuni.love0627@gmail.com",TW,joeman 開箱 lifestyle 遊戲 電玩 電競 實況 精華 綜藝 搞笑 直播 九妹 食物 速食 飲料 飛機 旅遊 貴賓 汽車 跑車 房車 SUV 超跑 賓士 BMW TOYOTA MAZDA 日本 德國,"Food, Lifestyle_(sociology)",2024-02-04 12:30:20+00,f
UCJWXJTaLqI5KBnJuaXbCaTg,白癡公主,@atiendai,2010-10-28 05:15:08,https://yt3.ggpht.com/ytc/AIf8zZReh0Y-o6V6fCt_cpVrMgJNWDMfG26JHW4VfBQE6A=s800-c-k-c0x00ffffff-no-rj,"白癡公主Ａ減
有一點專業的配音、惡搞、教大家做有可能可以吃的菜
→影片不定期更新，訂閱頻道，立馬收到通知。

任何問題或合作請洽
87gongzhu@gmail.com

http://www.facebook.com/BaiChiGongZhu",TW,白癡公主 白痴公主 痴痴,"Lifestyle_(sociology), Entertainment",2024-02-04 12:30:20+00,f
UC6VKHP606ee6ffKwKmBHSig,人生肥宅x尊,@loserzun,2015-07-12 12:43:28,https://yt3.ggpht.com/ytc/AIf8zZQUPcttsJhsQ5YLUPVQRLrjBIJl3ulSmU8Ml9gsQg=s800-c-k-c0x00ffffff-no-rj,"居住在台灣的的宅宅少年
因為興趣而開啟了拍影片的生活
都市傳說,實驗,開箱
偶爾會拍些生活的vlog
想嘗試各式各樣的影片類型

▶追蹤我的頻道：https://www.youtube.com/channel/UC6VKHP606ee6ffKwKmBHSig?sub_confirmation=1

▶ 觀看更多內容：https://www.youtube.com/channel/UC6VKHP606ee6ffKwKmBHSig/videos

▶ facebook專頁：https://www.facebook.com/loserZUN

▶mail :  just8080666@gmail.com",TW,尊,"Food, Lifestyle_(sociology)",2024-02-04 12:30:20+00,f
UCwWXGnvVmi-6Sfx2wf8S8tQ,風傳媒 The Storm Media,@thestormmedia,2015-02-04 11:18:50,https://yt3.ggpht.com/ytc/AIf8zZSchSqddG3nX7bSqi--_31-o4ZgasjFXwlPLKy1zA=s800-c-k-c0x00ffffff-no-rj,"風傳媒是提供最多元資訊的媒體平台，喜歡我們的影音內容就『訂閱』風傳媒吧！

📢加入Youtube專屬會員
👉下班喝一杯啤酒 每月$75
👉下班喝一杯清酒 每月$150
👉下班喝一杯紅酒 每月$300

✓ 點我加入《風傳媒》Line 好友（ID：@dyp8323m）　http://bit.ly/2hETgWE
✓ 點我訂閱《風傳媒》YouTube 頻道　http://bit.ly/2grkAJ6
✓ 點我追蹤《下班經濟學》IG頻道（ID：@worked_money） https://bit.ly/2WZ1Dnb
✓ 點我追蹤《下班瀚你聊》IG頻道（ID：@offworkhantalk） https://reurl.cc/dWrry6
✓ 點我加入《下班經濟學》telegram頻道　https://t.me/storm_money

【Facebook粉絲團】
風傳媒►► https://www.facebook.com/stormmedia
風生活►► https://www.facebook.com/SMediaLife
下班經濟學►►https://www.facebook.com/workedmoney

⚠️未經著作權人事先書面同意，勿將內容用於商業性質之分享、連結。 
⚠️如有任何營業使用，必須事先取得書面同意。
",TW,,"Society, Politics",2024-02-04 12:30:20+00,f
UCKQVSNdzGBJSXaUmS4TOWww,關鍵時刻,@ebcctime,2012-07-18 06:56:44,https://yt3.ggpht.com/GIBYCNp1l38fRYAUSGdVKpx5-60VIIqhWWrLG_HaXQoKEa-F3L1lZkejuz3PxRDTokYeFHRZMQ=s800-c-k-c0x00ffffff-no-rj,"每週一到週五｜晚間10點至12點 東森新聞51頻道
敬請鎖定《關鍵時刻》新聞萬象內幕追擊

由資深媒體人劉寶傑主持，節目中邀請來賓、名嘴們一同探討國際新聞時事，揭秘各地奇聞軼事、分析各國軍事科技，為您深入剖析不同觀點，讓您關鍵時刻消息不漏接。

《關鍵時刻》由東森電視事業股份有限公司製作，並於「東森新聞台」播送。
",TW,"關鍵時刻 关键时刻 關鍵時刻全集 劉寶傑 外星 軍事 政治 搜奇 歷史 關鍵時刻2018 關鍵 東森 EBC 关键 刘宝杰 宝杰 關鍵時刻2017 蔡英文 東森電視 关键时刻 關鍵時刻2020 關鍵時刻 关键时刻2020 馬西屏 靈異 中美 強權 發燒關鍵 韓國瑜 吳子嘉 李正皓 #劉寶傑 美國大選 聚焦關鍵 劉寶傑關鍵時刻 习近平 ㄍㄨㄢ键时刻 吴子嘉 刘宝杰 马西屏 关键 ""EJ0 RU04G6DK4"" ""EJ0 RU04"" 關鍵時刻2022 關鍵時刻2023 國際政治 台灣政治 中国疫情","Society, Politics",2024-02-04 12:30:20+00,f
UCxUzQ3wu0oJP_8YLWt71WgQ,HowFun,@howfunofficial,2007-02-25 07:41:17,https://yt3.ggpht.com/ytc/AIf8zZQrGLpXcK6g8dlPbDmRo0k1u9QvkicGHgClEFM9=s800-c-k-c0x00ffffff-no-rj,"嗨大家安安! 我是HowHow
我喜歡拍影片記錄自己的生活",TW,"Howhow howfun 如何爽 陳孜昊 HowHow ""How Ger"" HowFun jason 業配之神 業配王 阿福 鄧福如 How哥 藍亦明","Technology, Lifestyle_(sociology), Entertainment",2024-02-04 12:30:20+00,f
UC6FcYHEm7SO1jpu5TKjNXEA,這群人TGOP,@thisgroupofpeople,2008-06-07 22:53:27,https://yt3.ggpht.com/7IeleJCw9PTBWErQq5Kl-iIxoMpXHPYqCRY4PsjCtdO4c9ieM6aj9rVdhx_afKUi2gIkfs6oZQ=s800-c-k-c0x00ffffff-no-rj,"持續訂閱 群人愛你喔！➔  https://tgop.pse.is/GWAQ6

【這群人】TGOP (This Group Of People) 由 展榮、展瑞
加上茵聲、石頭、木星、尼克、董仔七人所共同組成最有風格的短片就在這頻道！

""工作邀約""請洽詢
Mail: thisgroupofpeople@gmail.com
壹玖捌捌有限公司
柒柒影像有限公司

subscription! ➔ https://tgop.pse.is/GWAQ6
Network comedy group TGOP , American humor, B-movie mashup funny.
TGOP (This Group Of People) by seven young directors together constitute the most style movie in this channel!

喜歡我們的幽默，就請加入【這群人】的粉絲網頁。
If you like our video , please join TGOP .
↓↓↓↓↓↓↓↓",TW,"這群人 TGOP youtuber 展榮 展瑞 茵聲 尼克 石頭 董仔 木星 好笑 搞笑 團體 第一 大暴走 職業 過年 超瞎 翻唱 那群人 這些人 經典語錄 韓流 客串 戲劇 雙胞胎 短劇 網紅 原創 語錄 時事 日常 台灣 7個人 偽預告 爆走 服務業 全明星運動會 木曜四超玩 一日系列 邰哥 博恩夜夜秀 狗屎寫手 展榮展瑞 洋蔥 邱鋒澤 ""Onion Man"" 狗屎寫手 五月天 蔡阿嘎 老高 黃氏兄弟 黃明志 鄧紫棋","Television_program, Entertainment, Film",2024-02-04 12:30:20+00,f
UC8zkK0-g8S8Z_t8ZjUmpAlA,77老大,@77boss,2018-12-16 17:42:33,https://yt3.ggpht.com/3TisJQ9NU06QlznGe7L8i9J5bjWDaU7Dml-7J6xvxM30qTwiEIMrElW9KXmiGMyX6wQszRBqww=s800-c-k-c0x00ffffff-no-rj,"77老大畢業於長庚中醫，目前沒有在執業，
很多人問我為什麼不當醫生跑來拍影片，
我知道醫生很賺錢、有地位、而且非常受人尊敬，
但拍影片，也沒甚麼不好，
醫生10分鐘，只能幫一個人，
但我的影片10分鐘，可以幫助到很多人。
只要心中有白袍，走到哪裡都是醫生！

科學其實很好玩，
醫學可以淺顯易懂，中醫也可以很時尚，
藉由我的眼睛看世界，帶你用不同的角度看醫學、看人生。

商業配合 77sevenboss@gmail.com
IG: basil_77777   
Facebook:77老大",TW,帥哥醫師 型男中醫師 中醫師 中醫 皮膚保養 抗老 青春痘 粉刺 七七老大 養顏 減肥 減脂 健身,"Health, Lifestyle_(sociology), Food",2024-02-04 12:30:20+00,f
UC8wI85SlecrsLdPm-I73PzA,Hot Emma,@hotemma,2019-01-04 16:30:22,https://yt3.ggpht.com/HYRkzAryiAvJslt2DAqfeRI5hWxkdf8vnA7dlcq3bZLkAvC8c9Vhf4rBa3DBnXsHSaAn60diBw=s800-c-k-c0x00ffffff-no-rj,"Hey there! Welcome to my channel. I am a bikini fitness athlete and personal trainer. I've been lucky enough to win multiple gold medals in various competitions, but what I love most is helping others achieve their own fitness goals. Whether you're looking to get in shape, build muscle, or simply lead a healthier lifestyle, I'm here to guide and motivate you every step of the way.

I'm someone who's always up for a challenge, and I'm constantly learning new things and trying different sports. When I'm not in the gym, you'll usually find me exploring new fitness trends, experimenting with different workout routines, or learning about the latest nutrition science.
",TW,"艾瑪好辣 健身教練 ""Hot emma"" fitness ""Pole dancer"" Bodybuilder Asian ""bikini fitness""",Lifestyle_(sociology),2024-02-04 12:30:20+00,f
UCH3aos_uf4pGHbkANSbceEg,Terry Films,@terry-films,2019-02-12 09:22:54,https://yt3.ggpht.com/ytc/AIf8zZTrPczIure5wpbVDIBSPMF-btXAil5hgKzmHKYUOQ=s800-c-k-c0x00ffffff-no-rj,"大家好, 我是小探, 我喜歡旅行.
Hello everyone, I am Terry, I love to travel.

跟著 TerryFilms 的腳步，走訪世界不同角落，
讓我們一起尋找美味美食. 
Follow TerryFilms to visit different corners of the world. 
Let's find delicious food together.",TW,台灣美食 夜市,"Food, Lifestyle_(sociology)",2024-02-04 12:30:20+00,f
